@relation 'dataEmploi-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-11,15,20-28'

@attribute publish_date {'aujourd hui','il y a 2 jours','il y a 3 jours','il y a 4 jours','il y a 5 jours','il y a 6 jours','il y a 7 jours','il y a 8 jours','il y a 10 jours','il y a 11 jours','il y a 12 jours','il y a 13 jours','il y a 14 jours','il y a 15 jours','il y a 16 jours','il y a 17 jours','il y a 18 jours','il y a 19 jours','il y a 20 jours','il y a 21 jours','il y a 22 jours','il y a 24 jours','il y a 25 jours','il y a 26 jours','il y a 27 jours'}
@attribute company_name {OBS,'Mouvement Habad Loubavitch Maroc','Université Internationale de Rabat UIR','Yazaki Morocco','BMCI Groupe BNP Paribas','Manpower Agences','Atlas On Line',Unifitel,Tofflon,Na,OFPPT,Altados,'Alstom Maroc',Soprima,'Leet initiative','Ositel Group','Université Mohammed VI Polytechnique','Capgemini Engineering','Mon Job','Oceane Consulting','DXC Technology Maroc','Air Arabia',Capgemini,'Satec GS','Euro job','SQLI Maroc','Sofrecom Services Maroc','ALTEN Maroc','Bouygues Construction IT','Madaef Golfs','Excel Management Conseil','HP SEARCH','ORH Assessment',Maghrebail,'Eca Assurances',Intelcia,'CDG Développement','EnerGetic Link','MAJAL BERKANE SDL',Eqdom,'Eberhardt Frères Maroc',CMPE,SMMSocodamDavum,'UTAC Maroc','Expert Call Center','Intelcia ITS','Deloitte Extended Services',Révey,Tersea,'Disty technologies',Preci,'Colibri Services','Fondation Arrawaj',Leyton,'Société Générale Maroc',Crouzet,'Ansamble Maroc','CGI Technologies et Solutions Maroc','McDonald s Maroc','RhUbique Talents','AXA Group Operations Maroc','SGS Maroc SA','PwC services','SCR Maroc','Astek Technology Morocco','ARIA Tech','Axa Assurance Maroc','Bank Assafa','BhLab Maroc',Leboncall,'Journées Quebec',Sotherma,'Al Amana Microfinance','Kolibri Technologies','Atlas Hospitality Morocco AHM','GO RH Maroc',MaxAB,'Perenity Software','Sofadev Docapost BPO','CAC Centrale Automobile Chérifienne','Sitel Group','Structural Aerospace Morocco AVIAGROUP',Atos,'Royale Marocaine d Assurance',Madaef,'Imprima Platform Morocco',Novec,'AXA Rabat Axa Services',Alumetaux,Finéa,Somadir,'Moore Casablanca',SAPST,'Petit Forestier','Bourse de Casablanca','Safran Nacelles','Hit Radio','HPS Maroc','Groupe SMEIA','Xpertize Africa','Management Smart Consult','Econocom Maroc','Société des Boissons du Maroc',CDG,'Emirates Airlines','Comeca Maroc','The Global Phosphorus Institute',Accytime,'Club Med',MediaSource,'Webhelp Maroc',Richbond,Comicom,Involys}
@attribute city {Rabat,Casablanca,Kénitra,Agadir,Mellal,le,Meknès,Marrakech,Autres,Tanger,Fès,Oujda,Safi,Dahab,Laâyoune,Settat,Côte}
@attribute region {Maroc,France,Canada,'Côte d Ivoire',Sénégal,'Émirats Arabes Unis'}
@attribute sector {'Secteur Informatique','Secteur Communication','Secteur Enseignement','Secteur Automobile','Secteur Banque','Secteur Agence pub','Secteur Centre d appel','Secteur Agroalimentaire','Secteur Distribution','Secteur BTP','Secteur Métallurgie','Secteur Conseil','Secteur Telecom','Secteur Aéronautique','Secteur Internet','Secteur Autres services','Secteur Transport','Secteur Recrutement','Secteur Offshoring','Secteur Hôtellerie','Secteur Agriculture','Secteur Service public','Secteur Assurance','Secteur Immobilier','Secteur Comptabilité','Secteur Autres Industries','Secteur Energie','Secteur Audiovisuel','Secteur Juridique','Secteur Chimie','Secteur Tourisme','Secteur Pharmacie','Secteur Electro','Secteur Import','Secteur Nettoyage','Secteur Cosmétique','Secteur Ameublement','Secteur Textile','Secteur Papier','Secteur Electricité','Secteur Ferroviaire','Secteur Plasturgie','Secteur Extraction'}
@attribute contract_type {CDI,Autre,Freelance,Stage,CDD}
@attribute education_level {'Bac 5 et plus','Bac 2','Bac 3','Bac 4',Autodidacte,Bac,'Qualification avant Bac','Bac 1'}
@attribute diploma {'Ecole d ingénieur',Na,Master,'Formation professionnelle',Université,'BTS / DUT','Ecole de commerce',Autre,'Formation avant BAC','Formation spécialisée',Baccalauréat,'Doctorat / DEA'}
@attribute experience {Na,'De 5 à 10 ans','De 3 à 5 ans','De 1 à 3 ans','Moins de 1 an','Plus de 20 ans','De 10 à 20 ans'}
@attribute remote {Hybride,Non,'Oui 100'}

@data
'il y a 4 jours','MAJAL BERKANE SDL',Oujda,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Non
'il y a 4 jours','Excel Management Conseil',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 10 à 20 ans',Non
'il y a 4 jours',Eqdom,Casablanca,Maroc,'Secteur Banque',CDD,'Bac 3','BTS / DUT',Na,Non
'il y a 4 jours',Na,Rabat,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 4 jours',Na,Rabat,Maroc,'Secteur Offshoring',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 4 jours','Eberhardt Frères Maroc',le,Maroc,'Secteur Hôtellerie',CDI,'Bac 5 et plus',Na,'De 5 à 10 ans',Non
'il y a 4 jours','BMCI Groupe BNP Paribas',Casablanca,Maroc,'Secteur Agence pub',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 4 jours','BMCI Groupe BNP Paribas',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 4 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 4 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 4 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 4 jours','ORH Assessment',le,Maroc,'Secteur BTP',CDI,'Bac 4',Na,Na,Non
'il y a 4 jours','Université Internationale de Rabat UIR',Rabat,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 4 jours',Na,Casablanca,Maroc,'Secteur Comptabilité',Stage,'Bac 5 et plus',Master,Na,Non
'il y a 4 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 4 jours',Na,le,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 4 jours',Na,le,Maroc,'Secteur Informatique',CDI,'Bac 4',Na,Na,Hybride
'il y a 4 jours',Na,le,Maroc,'Secteur Informatique',CDI,'Bac 4',Na,Na,Hybride
'il y a 4 jours',Na,Casablanca,Maroc,'Secteur Offshoring',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Non
'il y a 4 jours',CMPE,Safi,Maroc,'Secteur Autres Industries',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 4 jours',SMMSocodamDavum,Casablanca,Maroc,'Secteur BTP',CDI,'Bac 5 et plus','Ecole de commerce','De 10 à 20 ans',Non
'il y a 4 jours','Yazaki Morocco',Kénitra,Maroc,'Secteur Automobile',CDI,'Bac 3','BTS / DUT',Na,Non
'il y a 5 jours','UTAC Maroc',Mellal,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 5 jours','Expert Call Center',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Na,Na,Non
'il y a 5 jours',Altados,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours',Altados,Casablanca,Maroc,'Secteur Conseil',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours','Intelcia ITS',Autres,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours','Deloitte Extended Services',Casablanca,Maroc,'Secteur Conseil',CDI,'Bac 5 et plus','Ecole de commerce',Na,Hybride
'il y a 5 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 5 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 5 jours',Na,Casablanca,Maroc,'Secteur Autres Industries',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 5 jours','Manpower Agences',Agadir,Maroc,'Secteur Agroalimentaire',CDI,'Bac 3','Ecole de commerce',Na,Non
'il y a 5 jours',Révey,Casablanca,Maroc,'Secteur Agroalimentaire',Stage,'Bac 5 et plus',Master,Na,Non
'il y a 5 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 5 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 5 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,'Qualification avant Bac',Na,Na,Non
'il y a 5 jours',Na,Marrakech,Maroc,'Secteur Offshoring',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Non
'il y a 5 jours',Na,le,Maroc,'Secteur Agroalimentaire',CDI,'Bac 4',Na,Na,Non
'il y a 5 jours',Tersea,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 5 jours',Tersea,Casablanca,Maroc,'Secteur Assurance',CDI,Bac,Na,Na,Non
'il y a 5 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 5 jours','Disty technologies',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours',Altados,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours',Altados,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours',Preci,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 5 jours',Preci,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 5 jours',Preci,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 5 jours',Na,le,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 5 jours',Na,le,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 5 jours','Colibri Services',Casablanca,Maroc,'Secteur Offshoring',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 5 jours','Expert Call Center',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Na,'Moins de 1 an',Non
'il y a 5 jours',Altados,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours','Alstom Maroc',Casablanca,Maroc,'Secteur Comptabilité',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 5 jours',OBS,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Hybride
'il y a 5 jours',OBS,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur','De 5 à 10 ans',Hybride
'il y a 5 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 3','Ecole d ingénieur',Na,Hybride
'il y a 5 jours','Fondation Arrawaj',Rabat,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,'De 3 à 5 ans',Non
'il y a 5 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 5 jours','UTAC Maroc',Mellal,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 5 jours','EnerGetic Link',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 5 jours','Excel Management Conseil',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 10 à 20 ans',Non
'il y a 5 jours','DXC Technology Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 4',Master,Na,Hybride
'il y a 5 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 5 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 5 jours','Eca Assurances',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 5 jours',Na,Rabat,Maroc,'Secteur Centre d appel',CDI,'Bac 3','Formation avant BAC',Na,Non
'il y a 6 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 6 jours',Na,Casablanca,Maroc,'Secteur Comptabilité',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 6 jours','ORH Assessment',Dahab,Maroc,'Secteur Energie',CDI,'Bac 3','Formation spécialisée',Na,Non
'il y a 6 jours',Na,Rabat,Maroc,'Secteur Audiovisuel',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 6 jours',Na,Rabat,Maroc,'Secteur Audiovisuel',Autre,'Bac 2',Na,Na,Hybride
'il y a 6 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 4',Master,'De 5 à 10 ans',Hybride
'il y a 6 jours',Na,Oujda,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 6 jours',Na,Oujda,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 6 jours','Eca Assurances',Casablanca,Maroc,'Secteur Juridique',Stage,'Bac 5 et plus',Na,Na,Non
'il y a 6 jours','Alstom Maroc',Fès,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 6 jours',Tersea,Casablanca,Maroc,'Secteur Assurance',CDI,Bac,Na,Na,Non
'il y a 6 jours',Leyton,Casablanca,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 6 jours','Société Générale Maroc',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,'De 3 à 5 ans',Non
'il y a 6 jours','Société Générale Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 6 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 6 jours',Intelcia,Autres,Maroc,'Secteur Offshoring',CDI,'Bac 3',Na,Na,Non
'il y a 6 jours',Leyton,Casablanca,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 6 jours',Crouzet,Casablanca,Maroc,'Secteur Autres Industries',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 6 jours',Na,Fès,Maroc,'Secteur Centre d appel',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 6 jours',Na,Marrakech,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 6 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 4',Na,Na,Hybride
'il y a 6 jours','Ansamble Maroc',Casablanca,Maroc,'Secteur Agroalimentaire',CDI,'Bac 2','Ecole de commerce','De 3 à 5 ans',Non
'il y a 6 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 4',Na,Na,Hybride
'il y a 6 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 4',Na,Na,Hybride
'il y a 6 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 4',Master,'De 5 à 10 ans',Hybride
'il y a 6 jours','Bouygues Construction IT',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 6 jours','CGI Technologies et Solutions Maroc',Casablanca,Maroc,'Secteur Offshoring',Stage,'Bac 4',Master,Na,Non
'il y a 6 jours','SQLI Maroc',Oujda,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 6 jours',Na,Rabat,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 6 jours','Ansamble Maroc',Casablanca,Maroc,'Secteur Hôtellerie',CDI,'Bac 5 et plus',Master,'De 3 à 5 ans',Non
'il y a 6 jours','BMCI Groupe BNP Paribas',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 6 jours','BMCI Groupe BNP Paribas',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 6 jours','BMCI Groupe BNP Paribas',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 6 jours','McDonald s Maroc',Laâyoune,Maroc,'Secteur Centre d appel',CDI,'Bac 2','Formation professionnelle',Na,Non
'il y a 6 jours',Na,Fès,Maroc,'Secteur Banque',CDI,Bac,Baccalauréat,Na,Non
'il y a 6 jours','Université Mohammed VI Polytechnique',le,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 6 jours',Na,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 6 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 6 jours',Na,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 6 jours','Université Mohammed VI Polytechnique',le,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 6 jours','BMCI Groupe BNP Paribas',Mellal,Maroc,'Secteur Banque',Autre,'Bac 3',Université,Na,Non
'il y a 6 jours','Manpower Agences',Casablanca,Maroc,'Secteur Agroalimentaire',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 6 jours',Na,Tanger,Maroc,'Secteur Autres Industries',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Non
'il y a 6 jours','Université Mohammed VI Polytechnique',le,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 6 jours','Excel Management Conseil',Rabat,Maroc,'Secteur Assurance',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Non
'il y a 6 jours','Université Mohammed VI Polytechnique',le,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 6 jours',CMPE,Safi,Maroc,'Secteur Autres Industries',CDI,'Bac 3',Na,Na,Non
'il y a 6 jours','Université Mohammed VI Polytechnique',Casablanca,Maroc,'Secteur Enseignement',CDI,'Qualification avant Bac',Na,Na,Non
'il y a 6 jours','Université Mohammed VI Polytechnique',Rabat,Maroc,'Secteur Enseignement',CDI,'Bac 3',Na,Na,Non
'il y a 6 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDI,'Bac 3',Na,Na,Non
'il y a 6 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 6 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 6 jours','Mon Job',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 3','BTS / DUT','Moins de 1 an',Non
'il y a 6 jours','RhUbique Talents',le,Maroc,'Secteur Hôtellerie',CDI,'Bac 3',Université,Na,'Oui 100'
'il y a 6 jours','AXA Group Operations Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Hybride
'il y a 7 jours','SGS Maroc SA',le,Maroc,'Secteur Chimie',CDI,'Bac 3','BTS / DUT',Na,Non
'il y a 7 jours','Deloitte Extended Services',Casablanca,Maroc,'Secteur Conseil',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours','PwC services',Casablanca,Maroc,'Secteur Comptabilité',CDD,'Bac 5 et plus',Master,Na,Hybride
'il y a 7 jours','ORH Assessment',Casablanca,Maroc,'Secteur BTP',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours','Université Mohammed VI Polytechnique',Autres,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours','SCR Maroc',Casablanca,Maroc,'Secteur Assurance',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 1',Baccalauréat,Na,Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Autre,Na,Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Aéronautique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 7 jours',Na,le,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours','SCR Maroc',Casablanca,Maroc,'Secteur Assurance',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 7 jours','Astek Technology Morocco',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Hybride
'il y a 7 jours','Capgemini Engineering',Casablanca,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Master,'De 3 à 5 ans',Hybride
'il y a 7 jours','Astek Technology Morocco',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Hybride
'il y a 7 jours','Manpower Agences',Casablanca,Maroc,'Secteur Juridique',CDI,'Bac 3',Université,Na,Non
'il y a 7 jours','ARIA Tech',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Marrakech,Maroc,'Secteur Tourisme',CDD,'Bac 2','BTS / DUT','De 3 à 5 ans',Non
'il y a 7 jours','Axa Assurance Maroc',le,Maroc,'Secteur Assurance',Autre,'Bac 3',Na,Na,Non
'il y a 7 jours','Deloitte Extended Services',Casablanca,Maroc,'Secteur Autres Industries',CDI,'Bac 5 et plus','Ecole de commerce',Na,Hybride
'il y a 7 jours','Deloitte Extended Services',Casablanca,Maroc,'Secteur Conseil',CDI,'Bac 5 et plus','Ecole de commerce',Na,Hybride
'il y a 7 jours','ORH Assessment',le,Maroc,'Secteur BTP',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 7 jours',Altados,Casablanca,Maroc,'Secteur Banque',Freelance,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours','SCR Maroc',Casablanca,Maroc,'Secteur Assurance',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 7 jours','ARIA Tech',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 4',Master,Na,Hybride
'il y a 7 jours','SCR Maroc',Casablanca,Maroc,'Secteur Assurance',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 7 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 7 jours','Bank Assafa',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours','Bank Assafa',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur BTP',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Offshoring',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Offshoring',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Offshoring',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours','Manpower Agences',Casablanca,Maroc,'Secteur Aéronautique',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Non
'il y a 7 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 7 jours',Na,Fès,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 3',Université,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Centre d appel',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Centre d appel',CDI,'Bac 4','Formation spécialisée',Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Communication',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Comptabilité',CDI,'Bac 4','Formation spécialisée',Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Comptabilité',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Centre d appel',CDI,'Bac 3','Formation spécialisée',Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Service public',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Recrutement',CDI,'Bac 4',Na,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Pharmacie',CDI,'Bac 3',Na,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Recrutement',CDI,'Bac 4',Na,Na,Non
