@relation 'dataEmploi-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-11,15,20-28'

@attribute publish_date {'aujourd hui','il y a 2 jours','il y a 3 jours','il y a 4 jours','il y a 5 jours','il y a 6 jours','il y a 7 jours','il y a 8 jours','il y a 10 jours','il y a 11 jours','il y a 12 jours','il y a 13 jours','il y a 14 jours','il y a 15 jours','il y a 16 jours','il y a 17 jours','il y a 18 jours','il y a 19 jours','il y a 20 jours','il y a 21 jours','il y a 22 jours','il y a 24 jours','il y a 25 jours','il y a 26 jours','il y a 27 jours'}
@attribute company_name {OBS,'Mouvement Habad Loubavitch Maroc','Université Internationale de Rabat UIR','Yazaki Morocco','BMCI Groupe BNP Paribas','Manpower Agences','Atlas On Line',Unifitel,Tofflon,Na,OFPPT,Altados,'Alstom Maroc',Soprima,'Leet initiative','Ositel Group','Université Mohammed VI Polytechnique','Capgemini Engineering','Mon Job','Oceane Consulting','DXC Technology Maroc','Air Arabia',Capgemini,'Satec GS','Euro job','SQLI Maroc','Sofrecom Services Maroc','ALTEN Maroc','Bouygues Construction IT','Madaef Golfs','Excel Management Conseil','HP SEARCH','ORH Assessment',Maghrebail,'Eca Assurances',Intelcia,'CDG Développement','EnerGetic Link','MAJAL BERKANE SDL',Eqdom,'Eberhardt Frères Maroc',CMPE,SMMSocodamDavum,'UTAC Maroc','Expert Call Center','Intelcia ITS','Deloitte Extended Services',Révey,Tersea,'Disty technologies',Preci,'Colibri Services','Fondation Arrawaj',Leyton,'Société Générale Maroc',Crouzet,'Ansamble Maroc','CGI Technologies et Solutions Maroc','McDonald s Maroc','RhUbique Talents','AXA Group Operations Maroc','SGS Maroc SA','PwC services','SCR Maroc','Astek Technology Morocco','ARIA Tech','Axa Assurance Maroc','Bank Assafa','BhLab Maroc',Leboncall,'Journées Quebec',Sotherma,'Al Amana Microfinance','Kolibri Technologies','Atlas Hospitality Morocco AHM','GO RH Maroc',MaxAB,'Perenity Software','Sofadev Docapost BPO','CAC Centrale Automobile Chérifienne','Sitel Group','Structural Aerospace Morocco AVIAGROUP',Atos,'Royale Marocaine d Assurance',Madaef,'Imprima Platform Morocco',Novec,'AXA Rabat Axa Services',Alumetaux,Finéa,Somadir,'Moore Casablanca',SAPST,'Petit Forestier','Bourse de Casablanca','Safran Nacelles','Hit Radio','HPS Maroc','Groupe SMEIA','Xpertize Africa','Management Smart Consult','Econocom Maroc','Société des Boissons du Maroc',CDG,'Emirates Airlines','Comeca Maroc','The Global Phosphorus Institute',Accytime,'Club Med',MediaSource,'Webhelp Maroc',Richbond,Comicom,Involys}
@attribute city {Rabat,Casablanca,Kénitra,Agadir,Mellal,le,Meknès,Marrakech,Autres,Tanger,Fès,Oujda,Safi,Dahab,Laâyoune,Settat,Côte}
@attribute region {Maroc,France,Canada,'Côte d Ivoire',Sénégal,'Émirats Arabes Unis'}
@attribute sector {'Secteur Informatique','Secteur Communication','Secteur Enseignement','Secteur Automobile','Secteur Banque','Secteur Agence pub','Secteur Centre d appel','Secteur Agroalimentaire','Secteur Distribution','Secteur BTP','Secteur Métallurgie','Secteur Conseil','Secteur Telecom','Secteur Aéronautique','Secteur Internet','Secteur Autres services','Secteur Transport','Secteur Recrutement','Secteur Offshoring','Secteur Hôtellerie','Secteur Agriculture','Secteur Service public','Secteur Assurance','Secteur Immobilier','Secteur Comptabilité','Secteur Autres Industries','Secteur Energie','Secteur Audiovisuel','Secteur Juridique','Secteur Chimie','Secteur Tourisme','Secteur Pharmacie','Secteur Electro','Secteur Import','Secteur Nettoyage','Secteur Cosmétique','Secteur Ameublement','Secteur Textile','Secteur Papier','Secteur Electricité','Secteur Ferroviaire','Secteur Plasturgie','Secteur Extraction'}
@attribute contract_type {CDI,Autre,Freelance,Stage,CDD}
@attribute education_level {'Bac 5 et plus','Bac 2','Bac 3','Bac 4',Autodidacte,Bac,'Qualification avant Bac','Bac 1'}
@attribute diploma {'Ecole d ingénieur',Na,Master,'Formation professionnelle',Université,'BTS / DUT','Ecole de commerce',Autre,'Formation avant BAC','Formation spécialisée',Baccalauréat,'Doctorat / DEA'}
@attribute experience {Na,'De 5 à 10 ans','De 3 à 5 ans','De 1 à 3 ans','Moins de 1 an','Plus de 20 ans','De 10 à 20 ans'}
@attribute remote {Hybride,Non,'Oui 100'}

@data
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Autres services',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Comptabilité',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Crouzet,Casablanca,Maroc,'Secteur Aéronautique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Autres services',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Centre d appel',CDI,'Bac 4',Na,Na,Non
'il y a 7 jours',Na,Rabat,Maroc,'Secteur Banque',CDI,Bac,Baccalauréat,Na,Non
'il y a 7 jours',Na,le,Maroc,'Secteur Banque',CDI,Bac,Baccalauréat,Na,Hybride
'il y a 7 jours',Na,Fès,Maroc,'Secteur Centre d appel',CDI,'Bac 5 et plus','Formation spécialisée',Na,Hybride
'il y a 7 jours','BhLab Maroc',Casablanca,Maroc,'Secteur Pharmacie',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Non
'il y a 7 jours',Na,le,Maroc,'Secteur Distribution',CDI,'Bac 3',Na,Na,Non
'il y a 7 jours',Na,le,Maroc,'Secteur Distribution',CDI,'Bac 3',Université,Na,Non
'il y a 7 jours',Na,le,Maroc,'Secteur Distribution',CDI,'Bac 3',Na,Na,Non
'il y a 7 jours',Altados,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours',Altados,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours',Na,le,Maroc,'Secteur Agriculture',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 7 jours','Manpower Agences',Casablanca,Maroc,'Secteur Agroalimentaire',CDD,'Bac 2','BTS / DUT',Na,Non
'il y a 7 jours',Na,Autres,Canada,'Secteur Automobile',CDD,Bac,Na,'De 5 à 10 ans',Non
'il y a 7 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,'Qualification avant Bac',Na,Na,Non
'il y a 7 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 7 jours',Leboncall,Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Baccalauréat,'Moins de 1 an',Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Banque',Autre,'Bac 3',Na,Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Banque',Autre,'Bac 3',Na,Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Banque',Autre,'Bac 3',Na,Na,Non
'il y a 7 jours',Na,Fès,Maroc,'Secteur Banque',Autre,'Bac 3',Na,Na,Non
'il y a 8 jours','CGI Technologies et Solutions Maroc',Fès,Maroc,'Secteur Informatique',Stage,'Bac 4',Master,Na,Non
'il y a 8 jours','CGI Technologies et Solutions Maroc',Casablanca,Maroc,'Secteur Informatique',Stage,'Bac 3','BTS / DUT',Na,Non
'il y a 10 jours','Journées Quebec',Autres,Canada,'Secteur Informatique',CDD,'Bac 2','BTS / DUT',Na,Non
'il y a 10 jours','Journées Quebec',Autres,Canada,'Secteur Informatique',CDD,'Bac 2','BTS / DUT',Na,Non
'il y a 10 jours','Journées Quebec',Autres,Canada,'Secteur Informatique',CDD,'Bac 2','BTS / DUT',Na,Non
'il y a 10 jours','Journées Quebec',Autres,Canada,'Secteur Informatique',CDD,'Bac 2','BTS / DUT',Na,Non
'il y a 10 jours','Journées Quebec',Autres,Canada,'Secteur Informatique',CDD,'Bac 2','BTS / DUT',Na,Non
'il y a 10 jours',OBS,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 10 jours','ORH Assessment',Dahab,Maroc,'Secteur Energie',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 10 jours','ORH Assessment',Dahab,Maroc,'Secteur Energie',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 10 jours','ORH Assessment',Dahab,Maroc,'Secteur Energie',CDI,'Bac 3','Formation spécialisée',Na,Non
'il y a 10 jours','ORH Assessment',Dahab,Maroc,'Secteur Energie',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 10 jours','Bank Assafa',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 10 jours','ORH Assessment',Casablanca,Maroc,'Secteur Energie',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 10 jours',Altados,Casablanca,Maroc,'Secteur Energie',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 10 jours',Na,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 10 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDD,'Bac 3',Na,Na,Non
'il y a 10 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDD,'Bac 5 et plus',Na,Na,Non
'il y a 10 jours',Na,Casablanca,Maroc,'Secteur Aéronautique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 10 jours','Manpower Agences',Agadir,Maroc,'Secteur Agroalimentaire',CDI,'Bac 3','Ecole de commerce',Na,Non
'il y a 10 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 10 jours','McDonald s Maroc',Fès,Maroc,'Secteur Centre d appel',CDI,'Bac 2','Ecole de commerce',Na,Non
'il y a 10 jours','McDonald s Maroc',Casablanca,Maroc,'Secteur Hôtellerie',CDI,'Bac 2','Formation professionnelle',Na,Non
'il y a 10 jours','McDonald s Maroc',Agadir,Maroc,'Secteur Centre d appel',CDI,'Bac 2','Formation professionnelle',Na,Non
'il y a 10 jours','SQLI Maroc',Oujda,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 10 jours',Altados,Rabat,Maroc,'Secteur Telecom',Freelance,'Bac 5 et plus',Na,Na,Non
'il y a 10 jours','McDonald s Maroc',Settat,Maroc,'Secteur Centre d appel',CDI,'Bac 2','Formation professionnelle',Na,Non
'il y a 10 jours',Capgemini,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 10 jours',Capgemini,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Hybride
'il y a 10 jours',Capgemini,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 10 jours',Capgemini,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Hybride
'il y a 10 jours','Manpower Agences',Settat,Maroc,'Secteur Autres Industries',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Non
'il y a 10 jours',Na,Fès,Maroc,'Secteur Recrutement',CDI,'Bac 5 et plus','Formation spécialisée',Na,Non
'il y a 10 jours','McDonald s Maroc',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2','Formation professionnelle',Na,Non
'il y a 10 jours','Mon Job',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 1',Université,'Moins de 1 an',Non
'il y a 10 jours',Na,Casablanca,Maroc,'Secteur Banque',CDD,'Bac 3',Na,Na,Non
'il y a 10 jours','Journées Quebec',Autres,Canada,'Secteur Informatique',CDD,'Bac 2','BTS / DUT',Na,Non
'il y a 10 jours','Journées Quebec',Autres,Canada,'Secteur Informatique',CDD,'Bac 4',Université,Na,Non
'il y a 10 jours',Na,Rabat,Maroc,'Secteur Autres services',Stage,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 10 jours',OFPPT,Casablanca,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 10 jours',OFPPT,Casablanca,Maroc,'Secteur Agence pub',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 10 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDD,'Bac 3',Na,Na,Non
'il y a 10 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDD,'Bac 3',Na,Na,Non
'il y a 10 jours','McDonald s Maroc',Marrakech,Maroc,'Secteur Centre d appel',CDI,'Bac 2','Formation professionnelle',Na,Non
'il y a 10 jours','ORH Assessment',Dahab,Maroc,'Secteur Energie',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 10 jours',Leyton,Casablanca,Maroc,'Secteur Conseil',CDI,'Bac 5 et plus','Ecole d ingénieur','De 3 à 5 ans',Hybride
'il y a 10 jours','Capgemini Engineering',Casablanca,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Hybride
'il y a 11 jours','CGI Technologies et Solutions Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 11 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours',Crouzet,le,Maroc,'Secteur Electro',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 11 jours',Crouzet,Casablanca,Maroc,'Secteur Automobile',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 11 jours',Crouzet,Casablanca,Maroc,'Secteur Aéronautique',CDI,'Bac 3',Na,Na,Non
'il y a 11 jours',Crouzet,Casablanca,Maroc,'Secteur Autres Industries',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 11 jours',Sotherma,Casablanca,Maroc,'Secteur Agroalimentaire',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 11 jours','Al Amana Microfinance',Rabat,Maroc,'Secteur Banque',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 11 jours','Kolibri Technologies',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 3','Formation professionnelle',Na,Non
'il y a 11 jours','Kolibri Technologies',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 4',Université,Na,Non
'il y a 11 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 4',Na,Na,Hybride
'il y a 11 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 3',Na,Na,Hybride
'il y a 11 jours','DXC Technology Maroc',Rabat,Maroc,'Secteur Offshoring',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 11 jours','Oceane Consulting',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 11 jours','Oceane Consulting',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 11 jours',Na,Casablanca,Maroc,'Secteur Comptabilité',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 11 jours','Kolibri Technologies',Casablanca,Maroc,'Secteur Import',CDI,'Bac 4',Master,Na,Non
'il y a 11 jours','Al Amana Microfinance',Rabat,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 11 jours',Na,Rabat,Maroc,'Secteur Audiovisuel',Stage,'Bac 2',Na,Na,Hybride
'il y a 11 jours','Al Amana Microfinance',Rabat,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 11 jours',Na,le,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours',Na,le,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours','Atlas Hospitality Morocco AHM',Oujda,Maroc,'Secteur Hôtellerie',Autre,'Bac 2','Formation spécialisée',Na,Non
'il y a 11 jours',Na,le,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours',Tersea,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 3','Formation professionnelle',Na,Non
'il y a 11 jours','GO RH Maroc',Casablanca,Maroc,'Secteur Conseil',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 11 jours',MaxAB,Casablanca,Maroc,'Secteur Agroalimentaire',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Non
'il y a 11 jours',Na,Tanger,Maroc,'Secteur Centre d appel',CDD,Bac,Na,'Moins de 1 an','Oui 100'
'il y a 11 jours','ARIA Tech',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 4',Master,Na,Hybride
'il y a 11 jours',Na,Rabat,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours',Leboncall,Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Baccalauréat,'Moins de 1 an',Non
'il y a 11 jours',Na,Casablanca,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours','Université Internationale de Rabat UIR',Rabat,Maroc,'Secteur Enseignement',CDD,'Bac 5 et plus','Doctorat / DEA',Na,Non
'il y a 11 jours','Yazaki Morocco',Kénitra,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 11 jours','Perenity Software',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 11 jours','Perenity Software',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 12 jours','Atlas Hospitality Morocco AHM',Marrakech,Maroc,'Secteur Hôtellerie',Autre,'Bac 3','Formation professionnelle',Na,Non
'il y a 12 jours','Atlas Hospitality Morocco AHM',Marrakech,Maroc,'Secteur Hôtellerie',Autre,Bac,'Formation spécialisée',Na,Non
'il y a 12 jours','Atlas Hospitality Morocco AHM',Marrakech,Maroc,'Secteur Hôtellerie',Autre,Bac,'Formation spécialisée',Na,Non
'il y a 12 jours','Expert Call Center',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Autre,'Moins de 1 an',Non
'il y a 12 jours','Eca Assurances',Casablanca,Maroc,'Secteur Assurance',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 12 jours','Colibri Services',Autres,France,'Secteur Pharmacie',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 12 jours','Yazaki Morocco',Kénitra,Maroc,'Secteur Automobile',CDI,'Bac 3',Master,Na,Hybride
'il y a 12 jours','ORH Assessment',Casablanca,Maroc,'Secteur BTP',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 12 jours',Na,Rabat,Maroc,'Secteur Banque',CDI,Bac,Baccalauréat,Na,Non
'il y a 12 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 12 jours','Colibri Services',Casablanca,Maroc,'Secteur Recrutement',CDI,'Bac 4',Master,Na,Non
'il y a 12 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 12 jours',OFPPT,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 12 jours',OFPPT,Casablanca,Maroc,'Secteur Comptabilité',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 12 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDD,'Bac 5 et plus',Na,Na,Non
'il y a 12 jours',Altados,Rabat,Maroc,'Secteur Informatique',Freelance,'Bac 5 et plus',Na,Na,Non
'il y a 12 jours',Tersea,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 12 jours','Capgemini Engineering',Casablanca,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Hybride
'il y a 12 jours','AXA Group Operations Maroc',Rabat,Maroc,'Secteur Comptabilité',Stage,'Bac 2',Na,Na,Hybride
'il y a 12 jours','Colibri Services',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 12 jours','Sofadev Docapost BPO',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 4','Ecole d ingénieur',Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Agroalimentaire',CDI,'Bac 5 et plus','Ecole de commerce','De 3 à 5 ans',Non
'il y a 12 jours','Expert Call Center',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 3',Na,Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 3 à 5 ans',Hybride
'il y a 12 jours','Manpower Agences',Casablanca,Maroc,'Secteur Agence pub',CDI,'Bac 3',Master,Na,Non
'il y a 12 jours','BMCI Groupe BNP Paribas',Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 12 jours',Na,Côte,'Côte d Ivoire','Secteur Informatique',CDI,'Bac 4','Ecole d ingénieur',Na,Non
'il y a 12 jours',Altados,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 12 jours',Altados,Casablanca,Maroc,'Secteur Banque',Freelance,'Bac 5 et plus',Na,Na,Non
'il y a 12 jours',Na,le,Sénégal,'Secteur Informatique',CDI,'Bac 4','Ecole d ingénieur',Na,Non
'il y a 12 jours',Na,Rabat,Maroc,'Secteur Autres services',CDI,'Bac 3',Université,Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Agroalimentaire',CDI,'Bac 5 et plus','Ecole de commerce','De 5 à 10 ans',Non
'il y a 12 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 12 jours',Capgemini,le,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 12 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 12 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 12 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 12 jours',Intelcia,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 12 jours',Na,Rabat,Maroc,'Secteur Offshoring',Stage,'Bac 2',Université,Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Distribution',CDI,'Bac 4',Université,Na,Non
'il y a 12 jours',Na,Mellal,Maroc,'Secteur Agroalimentaire',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 12 jours',Na,Meknès,Maroc,'Secteur Métallurgie',CDI,'Bac 3','Ecole de commerce','De 3 à 5 ans',Non
'il y a 12 jours',Na,Meknès,Maroc,'Secteur BTP',CDI,'Bac 3','Ecole de commerce','De 3 à 5 ans',Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Conseil',CDI,'Bac 3','Ecole de commerce',Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Electro',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Distribution',CDI,'Bac 4','Ecole de commerce',Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Distribution',CDI,'Bac 4','Ecole de commerce',Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur BTP',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 12 jours',Na,Casablanca,Maroc,'Secteur Distribution',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 13 jours','Journées Quebec',Autres,Canada,'Secteur Informatique',CDD,'Bac 2','BTS / DUT',Na,Non
'il y a 13 jours','GO RH Maroc',Casablanca,Maroc,'Secteur Aéronautique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 13 jours','Atlas Hospitality Morocco AHM',Marrakech,Maroc,'Secteur Nettoyage',Autre,'Qualification avant Bac','Formation spécialisée',Na,Non
'il y a 13 jours','Atlas Hospitality Morocco AHM',Marrakech,Maroc,'Secteur Cosmétique',Autre,'Bac 3','Formation spécialisée',Na,Non
'il y a 13 jours','Atlas Hospitality Morocco AHM',Marrakech,Maroc,'Secteur Hôtellerie',Autre,'Bac 4','Formation professionnelle',Na,Non
'il y a 13 jours','Atlas Hospitality Morocco AHM',Marrakech,Maroc,'Secteur Hôtellerie',Autre,'Bac 4','Formation professionnelle',Na,Non
'il y a 13 jours','SGS Maroc SA',Casablanca,Maroc,'Secteur Agroalimentaire',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 13 jours',Na,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,'Moins de 1 an',Non
'il y a 13 jours',Na,Casablanca,Maroc,'Secteur Centre d appel',Autre,'Bac 2','Formation professionnelle','Moins de 1 an',Non
'il y a 13 jours',Altados,Casablanca,Maroc,'Secteur Energie',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 13 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 13 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 13 jours','Université Mohammed VI Polytechnique',Casablanca,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 13 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 13 jours','CAC Centrale Automobile Chérifienne',le,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 13 jours','Capgemini Engineering',Casablanca,Maroc,'Secteur Autres services',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 13 jours',Na,Rabat,Maroc,'Secteur Centre d appel',CDD,'Bac 4',Université,Na,Non
'il y a 13 jours',Na,Rabat,Maroc,'Secteur Centre d appel',CDI,Bac,Baccalauréat,Na,Non
'il y a 13 jours','Sitel Group',Rabat,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Baccalauréat,Na,Non
